Time,Modbus1.Q_level,Modbus2.Q_level,Modbus3.Q_level,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.1465,245723.75,269389.03,-260587.17,433.745,445.7614,435.376
0.147,245863.27,269434.06,-260319.95,433.745,445.7614,435.376
0.1475,245942.77,269434.3,-260015.39,433.745,445.7614,435.376
0.148,246031.77,269380.9,-259493.94,433.745,445.7614,435.376
0.1485,246081.1,269300.66,-259176.53,433.745,444.46188,434.7624
0.149,246157.97,269075.28,-258840.22,433.745,444.46188,434.7624
0.1495,246206.25,268831.5,-258739.7,433.745,444.46188,434.7624
0.15,246253.48,268331.25,-258789.92,433.745,444.46188,434.7624
0.1505,246257.95,267922.06,-258950.53,433.745,444.46188,434.7624
0.151,246229.69,267247.2,-259343.44,433.745,444.46188,434.7624
0.1515,246198.45,266792.16,-259672.73,433.52905,444.46188,434.7624
0.152,246144.05,266167.75,-260187.47,433.52905,444.46188,434.7624
0.1525,246105.9,265828.3,-260491.22,433.52905,444.46188,434.7624
0.153,246053.1,265489.12,-260804.69,433.52905,444.46188,434.7624
0.1535,246030.42,265388.8,-260886.17,433.52905,444.46188,434.7624
0.154,246033.14,265420.88,-260792.58,433.52905,444.46188,434.7624
0.1545,246065.69,265543.75,-260594.39,433.52905,444.46188,434.7624
0.155,246154.58,265825.78,-260136.12,433.52905,444.46188,434.7624
0.1555,246228.56,266047.28,-259758.25,433.52905,444.46188,434.7624
0.156,246336.39,266365.0,-259156.9,433.52905,444.46188,434.7624
0.1565,246393.88,266529.78,-258777.75,433.52905,444.46188,434.7624
0.157,246441.97,266653.34,-258317.64,433.52905,444.46188,434.7624
0.1575,246441.36,266630.78,-258119.77,433.52905,444.46188,434.7624
0.158,246392.33,266436.1,-258022.25,433.52905,444.46188,434.7624
0.1585,246325.66,266206.53,-258091.23,433.52905,444.46188,434.7624
0.159,246186.77,265756.75,-258361.53,433.52905,444.46188,434.7624
0.1595,246074.92,265420.28,-258614.02,433.52905,444.46188,434.7624
0.16,245890.69,264924.66,-259020.19,433.52905,444.46188,434.7624
0.1605,245767.72,264638.22,-259261.34,433.52905,444.46188,434.7624
0.161,245594.73,264338.1,-259504.48,433.52905,444.46188,434.7624
0.1615,245494.03,264247.62,-259551.52,433.52905,444.46188,434.7624
0.162,245374.42,264293.62,-259410.11,433.52905,444.46188,434.7624
0.1625,245320.22,264434.66,-259166.0,433.52905,444.46188,434.7624
0.163,245277.9,264764.75,-258591.42,433.52905,444.46188,434.7624
0.1635,245273.42,265026.4,-258099.03,433.52905,444.46188,434.7624
0.164,245290.94,265404.97,-257269.16,433.52905,444.46188,434.7624
0.1645,245311.2,265610.25,-256704.34,433.52905,444.46188,434.7624
0.165,245338.5,265784.47,-255926.61,433.52905,444.46188,434.7624
0.1655,245345.36,265789.4,-255498.69,433.52905,444.18088,436.16788
0.166,245325.2,265613.12,-255049.66,433.52905,444.18088,436.16788
0.1665,245284.17,265374.06,-254894.7,433.52905,444.18088,436.16788
0.167,245178.69,264873.7,-254871.94,433.52905,444.18088,436.16788
0.1675,245084.9,264479.53,-254973.88,433.52905,444.18088,436.16788
0.168,244926.75,263863.56,-255240.97,433.52905,444.18088,436.16788
0.1685,244824.16,263475.25,-255450.2,433.6309,444.18088,436.16788
0.169,244685.67,262988.56,-255733.14,433.6309,444.18088,436.16788
0.1695,244609.62,262756.44,-255861.38,433.6309,444.18088,436.16788
0.17,244528.12,262586.25,-255908.2,433.6309,444.18088,436.16788
0.1705,244499.83,262595.62,-255823.5,433.6309,444.18088,436.16788
0.171,244497.98,262773.44,-255514.7,433.6309,444.18088,436.16788
0.1715,244519.73,262974.94,-255198.67,433.6309,444.18088,436.16788
0.172,244573.36,263341.3,-254602.83,433.6309,444.18088,436.16788
0.1725,244614.56,263587.66,-254163.36,433.6309,444.18088,436.16788
0.173,244670.94,263887.72,-253520.92,433.6309,444.18088,436.16788
0.1735,244694.52,264010.62,-253154.98,433.6309,444.18088,436.16788
0.174,244695.12,264039.78,-252770.25,433.6309,444.18088,436.16788
0.1745,244665.58,263950.12,-252647.98,433.6309,444.18088,436.16788
0.175,244572.08,263662.12,-252675.75,433.6309,444.18088,436.16788
0.1755,244476.86,263389.25,-252820.94,433.6309,444.18088,436.16788
0.176,244298.12,262912.06,-253174.55,433.6309,444.18088,436.16788
0.1765,244166.28,262584.22,-253455.75,433.6309,444.18088,436.16788
0.177,243970.22,262140.14,-253860.56,433.6309,444.18088,436.16788
0.1775,243853.6,261909.73,-254071.52,433.6309,444.18088,436.16788
