Time,Modbus1.Q_level,Modbus2.Q_level,Modbus3.Q_level,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS
0.0346,249485.89,273870.9,-261416.55,437.2199,457.53452,430.80322
0.0348,249450.97,273956.7,-261144.02,437.2199,457.53452,430.80322
0.035,249420.97,274054.72,-260855.62,437.2199,457.53452,430.80322
0.0352,249395.19,274161.75,-260554.16,437.2199,457.53452,430.80322
0.0354,249372.84,274272.44,-260247.1,437.2199,457.53452,428.03537
0.0356,249353.23,274384.16,-259937.36,437.2199,457.53452,428.03537
0.0358,249335.53,274494.6,-259628.72,437.2199,457.53452,428.03537
0.036,249318.84,274597.7,-259328.33,437.2199,457.53452,428.03537
0.0362,249302.86,274690.3,-259039.28,437.2199,457.53452,428.03537
0.0364,249286.5,274770.8,-258766.1,437.2199,457.53452,428.03537
0.0366,249268.72,274835.03,-258513.33,437.2199,457.53452,428.03537
0.0368,249249.56,274879.47,-258283.33,437.2199,457.53452,428.03537
0.037,249227.88,274902.5,-258080.5,437.2199,457.53452,428.03537
0.0372,249203.8,274903.0,-257907.2,437.2199,457.53452,428.03537
0.0374,249175.98,274879.4,-257765.3,437.2199,457.53452,428.03537
0.0376,249142.31,274829.84,-257656.62,437.2199,457.53452,428.03537
0.0378,249104.19,274754.72,-257581.47,437.2199,457.53452,428.03537
0.038,249060.89,274654.94,-257540.56,437.2199,457.53452,428.03537
0.0382,249011.12,274531.2,-257532.66,437.2199,457.53452,428.03537
0.0384,248955.97,274386.0,-257556.77,437.2199,457.53452,428.03537
0.0386,248895.1,274222.06,-257610.8,437.2199,457.53452,428.03537
0.0388,248828.0,274041.97,-257691.1,437.2199,457.53452,428.03537
0.039,248755.3,273848.8,-257795.8,437.2199,457.53452,428.03537
0.0392,248676.94,273645.9,-257920.0,437.2199,457.53452,428.03537
0.0394,248593.88,273437.16,-258058.56,437.2199,457.53452,428.03537
0.0396,248506.75,273227.12,-258208.2,437.2199,457.53452,428.03537
0.0398,248415.86,273019.03,-258362.02,437.2199,457.53452,428.03537
0.04,248322.66,272816.6,-258513.77,437.2199,457.53452,428.03537
0.0402,248228.05,272623.0,-258659.75,437.2199,457.53452,428.03537
0.0404,248132.78,272438.97,-258794.3,437.2199,457.53452,428.03537
0.0406,248037.98,272269.88,-258912.23,437.2199,457.53452,428.03537
0.0408,247944.56,272119.12,-259010.9,437.2199,457.53452,428.03537
0.041,247853.14,271987.0,-259086.0,437.2199,457.53452,428.03537
0.0412,247764.22,271876.34,-259133.88,437.2199,457.53452,428.03537
0.0414,247678.34,271787.88,-259153.33,437.2199,457.53452,428.03537
0.0416,247595.66,271722.66,-259141.6,437.2199,457.53452,428.03537
0.0418,247516.55,271682.75,-259097.88,437.2199,457.53452,428.03537
0.042,247441.48,271667.25,-259022.55,437.2199,457.53452,428.03537
0.0422,247370.3,271676.34,-258914.81,437.2199,457.53452,428.03537
0.0424,247303.23,271709.03,-258775.97,437.2199,457.53452,428.03537
0.0426,247240.44,271762.28,-258609.16,437.2199,457.53452,428.03537
0.0428,247181.88,271835.53,-258414.62,437.2199,457.53452,428.03537
0.043,247669.58,272299.34,-258739.08,437.2199,457.53452,428.03537
0.0432,248136.05,272763.34,-259060.81,437.2199,457.53452,428.03537
0.0434,248050.61,272855.2,-258864.67,437.2199,457.53452,428.03537
0.0436,247989.12,272960.8,-258707.64,437.2199,457.53452,428.03537
0.0438,247946.39,273073.47,-258596.39,437.2199,457.53452,428.03537
0.044,247918.12,273187.94,-258538.28,437.2199,457.53452,428.03537
0.0442,247901.4,273300.25,-258538.84,437.2199,457.53452,428.03537
0.0444,247894.64,273404.0,-258600.56,437.2199,457.53452,428.03537
0.0446,247898.05,273491.5,-258723.92,437.2199,457.53452,428.03537
0.0448,247912.95,273559.03,-258905.56,437.2199,457.53452,428.03537
0.045,247940.98,273599.56,-259138.48,437.2199,457.53452,428.03537
0.0452,247982.62,273601.47,-259415.08,437.2199,457.53452,428.03537
0.0454,248036.69,273557.53,-259727.05,437.2199,457.53452,428.03537
0.0456,248101.56,273461.78,-260064.52,437.2199,454.63818,428.03537
0.0458,248173.89,273307.47,-260417.05,437.2199,454.63818,428.03537
0.046,248247.8,273091.66,-260775.36,437.2199,454.63818,428.03537
0.0462,248316.92,272815.84,-261131.78,437.2199,454.63818,428.03537
0.0464,248375.86,272483.72,-261480.83,437.2199,454.63818,428.03537
0.0466,248419.2,272104.38,-261819.5,434.7793,454.63818,428.03537
0.0468,248441.92,271687.6,-262146.2,434.7793,454.63818,428.03537
0.047,248441.9,271242.8,-262460.44,434.7793,454.63818,428.03537
0.0472,248420.28,270782.53,-262763.12,434.7793,454.63818,428.03537
0.0474,248380.33,270319.56,-263055.62,434.7793,454.63818,428.03537
0.0476,248326.33,269863.03,-263340.12,434.7793,454.63818,428.03537
0.0478,248263.44,269420.62,-263618.84,434.7793,454.63818,428.03537
0.048,248197.64,268999.66,-263892.94,434.7793,454.63818,428.03537
0.0482,248134.47,268605.2,-264161.28,434.7793,454.63818,428.03537
0.0484,248078.22,268238.6,-264420.72,434.7793,454.63818,428.03537
0.0486,248032.11,267900.62,-264668.62,434.7793,454.63818,428.03537
0.0488,247998.16,267592.53,-264902.56,434.7793,454.63818,428.03537
0.049,247976.61,267314.03,-265119.16,434.7793,454.63818,428.03537
0.0492,247966.36,267065.1,-265314.16,434.7793,454.63818,428.03537
0.0494,247965.77,266846.75,-265484.7,434.7793,454.63818,428.03537
0.0496,247972.78,266656.97,-265628.47,434.7793,454.63818,428.03537
0.0498,247985.48,266495.66,-265743.12,434.7793,454.63818,428.03537
0.05,248002.56,266365.12,-265827.28,434.7793,454.63818,428.03537
0.0502,248023.47,266262.75,-265880.38,434.7793,454.63818,428.03537
0.0504,248047.94,266185.56,-265903.1,434.7793,454.63818,428.03537
0.0506,248076.14,266133.47,-265897.28,434.7793,454.63818,428.03537
0.0508,248108.64,266104.53,-265865.12,434.7793,454.63818,428.03537
0.051,248145.88,266094.66,-265808.1,434.7793,454.63818,428.03537
0.0512,248187.39,266102.1,-265729.12,434.7793,454.63818,428.03537
0.0514,248232.39,266123.62,-265631.0,434.7793,454.63818,428.03537
0.0516,248279.86,266155.72,-265514.56,434.7793,454.63818,428.03537
0.0518,248327.95,266195.28,-265381.78,434.7793,454.63818,428.03537
0.052,248374.66,266239.6,-265236.1,434.7793,454.63818,428.03537
0.0522,248417.92,266286.5,-265081.38,434.7793,454.63818,428.03537
0.0524,248455.81,266332.34,-264921.88,434.7793,454.63818,428.03537
0.0526,248487.11,266372.16,-264760.88,434.7793,454.63818,428.80957
0.0528,248511.42,266405.22,-264600.7,434.7793,454.63818,428.80957
0.053,248529.25,266429.03,-264444.78,434.7793,454.63818,428.80957
0.0532,248541.06,266437.06,-264297.9,434.7793,454.63818,428.80957
0.0534,248547.3,266426.84,-264165.44,434.7793,454.63818,428.80957
0.0536,248549.55,266396.5,-264052.1,434.7793,454.63818,428.80957
0.0538,248549.5,266341.2,-263962.0,434.7793,454.63818,428.80957
0.054,248547.6,266259.4,-263898.28,434.7793,454.63818,428.80957
0.0542,248543.94,266150.28,-263863.53,434.7793,454.63818,428.80957
0.0544,248539.1,266012.44,-263860.06,434.7793,454.63818,428.80957
0.0546,248532.53,265848.12,-263889.72,434.7793,454.63818,428.80957
0.0548,248522.23,265658.44,-263952.62,434.7793,454.63818,428.80957
0.055,248506.3,265443.78,-264046.94,434.7793,454.63818,428.80957
0.0552,248483.88,265208.72,-264169.88,434.7793,454.63818,428.80957
0.0554,248454.55,264958.9,-264318.4,434.7793,454.63818,428.80957
0.0556,248416.97,264696.7,-264489.25,434.7793,454.63818,428.80957
0.0558,248370.14,264426.34,-264678.25,434.7793,454.63818,428.80957
0.056,248314.52,264153.22,-264880.75,434.7793,454.63818,428.80957
0.0562,248250.66,263881.25,-265090.44,434.7793,454.63818,428.80957
0.0564,248179.02,263613.06,-265299.97,434.7793,454.63818,428.80957
0.0566,248100.94,263351.4,-265503.97,434.7793,454.63818,428.80957
0.0568,248018.22,263099.75,-265698.47,434.7793,454.63818,428.80957
0.057,247932.17,262860.28,-265879.2,434.7793,454.63818,428.80957
0.0572,247843.92,262635.06,-266042.56,434.7793,454.63818,428.80957
0.0574,247754.62,262427.4,-266184.9,434.7793,454.63818,428.80957
0.0576,247665.03,262237.4,-266301.94,434.7793,454.63818,428.80957
0.0578,247575.78,262067.6,-266391.47,434.7793,454.63818,428.80957
0.058,247487.55,261922.61,-266451.44,434.7793,454.63818,428.80957
0.0582,247400.89,261801.5,-266479.4,434.7793,454.63818,428.80957
0.0584,247316.02,261704.42,-266474.0,434.7793,454.63818,428.80957
0.0586,247233.14,261634.73,-266434.9,434.7793,454.63818,428.80957
0.0588,247152.95,261591.39,-266362.12,434.7793,454.63818,428.80957
0.059,247076.03,261572.2,-266256.72,434.7793,454.63818,428.80957
0.0592,247002.3,261577.1,-266119.3,434.7793,454.63818,428.80957
