Time,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS,measurement1.Three-phase Meter1.POWER_Q,measurement2.Three-phase Meter2.POWER_Q,measurement3.Three-phase Meter3.POWER_Q,measurement4.Three-phase Meter4.POWER_P,measurement5.Three-phase Meter5.POWER_P,measurement6.Three-phase Meter6.POWER_P,measurement4.Three-phase Meter4.POWER_Q,measurement5.Three-phase Meter5.POWER_Q,measurement6.Three-phase Meter6.POWER_Q
6.6175,472.08997,455.22073,475.41455,-22.970467,28.40563,-0.010205463,0.17279488,0.40579364,0.17833555,0.000291578,0.007290243,0.001666551
6.618,472.08997,455.22073,475.41455,-23.010674,28.433573,-0.017725008,0.17269981,0.4051079,0.17822106,0.000232031,0.007060687,0.001603855
6.6185,472.08997,455.22073,475.41455,-23.061087,28.471079,-0.026288394,0.17247537,0.40399012,0.177975,0.000130847,0.006702375,0.001497409
6.619,472.08997,455.22073,475.41455,-23.083797,28.489923,-0.0294084,0.17226733,0.403183,0.17775436,6.56E-05,0.006481606,0.001426172
6.6195,472.08997,455.22073,475.41455,-23.096622,28.504868,-0.029500151,0.17187805,0.40190354,0.17734323,-1.64E-05,0.006218528,0.001332333
6.62,472.08997,455.22073,475.41455,-23.089874,28.504625,-0.026478123,0.17157981,0.40103287,0.17702794,-5.71E-05,0.00610666,0.00128525
6.6205,472.08997,455.22073,475.44916,-23.058043,28.488749,-0.01793313,0.17111087,0.3997639,0.1765263,-9.00E-05,0.006051375,0.001246024
6.621,472.08997,455.22073,475.44916,-23.024967,28.469063,-0.010246838,0.17080681,0.39898282,0.17619625,-9.32E-05,0.006089814,0.001242757
6.6215,472.08997,455.22073,475.44916,-22.964802,28.43007,0.002755332,0.1704045,0.39797297,0.17575078,-7.23E-05,0.006245006,0.001270728
6.622,472.08997,455.22073,475.44916,-22.922934,28.401077,0.011419027,0.17019448,0.397437,0.17550991,-4.48E-05,0.006396217,0.001307765
6.6225,472.08997,455.22073,475.44916,-22.866848,28.359282,0.022688473,0.16999237,0.39686787,0.17526206,7.95E-06,0.006655077,0.001380939
6.623,472.08997,455.22073,475.44916,-22.838812,28.336084,0.028094176,0.16993889,0.39664602,0.17518033,4.40E-05,0.00682294,0.001433876
6.6235,472.08997,455.22073,475.44916,-22.81685,28.313227,0.031736165,0.16997336,0.39652416,0.17517959,8.88E-05,0.007024096,0.001505896
6.624,472.08997,455.22073,475.44916,-22.817383,28.30783,0.030779475,0.17006053,0.39655364,0.17524812,0.000105199,0.007103023,0.001541478
6.6245,472.08997,455.22073,475.44916,-22.840668,28.315475,0.02447562,0.17025042,0.3966944,0.17542058,0.000103955,0.007114602,0.001566523
6.625,472.08997,455.22073,475.44916,-22.869099,28.330263,0.017677918,0.17039047,0.39680585,0.17555723,8.69E-05,0.007046797,0.00156116
6.6255,472.08997,455.22073,475.44916,-22.924871,28.363655,0.005311172,0.17057815,0.39692,0.17574856,3.26E-05,0.006841345,0.001519273
6.626,472.08997,455.22073,475.44916,-22.965992,28.390432,-0.003183577,0.17066394,0.39692107,0.17584185,-2.11E-05,0.006650572,0.001471558
6.6265,472.08997,455.22073,475.44916,-23.024218,28.431301,-0.014445838,0.17070371,0.39676508,0.17589766,-0.000114992,0.006324118,0.00137983
6.627,472.08997,455.22073,475.44916,-23.055439,28.455452,-0.02017742,0.17066151,0.39654595,0.17586711,-0.000180065,0.006106812,0.00131258
6.6275,472.08997,455.22073,475.44916,-23.083694,28.48176,-0.02521675,0.17049475,0.39605698,0.17571527,-0.000269599,0.005826913,0.001216488
6.628,472.08997,455.22073,475.44916,-23.087675,28.490465,-0.025907774,0.17032468,0.39564753,0.17555055,-0.000316978,0.005693788,0.001163493
6.6285,472.08997,455.22073,475.44916,-23.070618,28.488419,-0.022827622,0.17001139,0.39496917,0.17523596,-0.00036198,0.005600733,0.001111651
6.629,472.08997,455.22073,475.44916,-23.045555,28.477184,-0.018185936,0.16978642,0.39451694,0.1750042,-0.000372948,0.00561574,0.00109956
6.6295,472.08997,455.22073,475.44916,-22.993235,28.44807,-0.008142356,0.1694703,0.3939142,0.17466846,-0.00036161,0.005748204,0.001116917
6.63,472.08997,455.22073,475.44916,-22.953144,28.423132,-0.0002715,0.1692974,0.39360228,0.17447823,-0.00033762,0.005897475,0.001150066
6.6305,472.08997,455.22073,475.44916,-22.894022,28.3833,0.011237463,0.16912806,0.39331913,0.17427954,-0.000282818,0.00617935,0.001223917
6.631,472.08997,455.22073,475.44916,-22.86036,28.358845,0.017388225,0.16908784,0.39326847,0.1742188,-0.000241007,0.006381204,0.00128243
6.6315,472.08997,455.22073,475.44916,-22.82592,28.331095,0.022498274,0.16914019,0.39339596,0.17424388,-0.000181243,0.006658668,0.001370698
6.632,472.08997,455.22073,475.44916,-22.816715,28.321104,0.022609858,0.1692452,0.39359695,0.17433336,-0.000150839,0.006801203,0.001421906
6.6325,472.08997,455.22073,475.44916,-22.825869,28.321228,0.017971132,0.16947995,0.39401332,0.17455287,-0.000127883,0.006916114,0.001475176
6.633,472.08997,455.22073,475.44916,-22.846647,28.331408,0.01228336,0.1696654,0.39432305,0.17473447,-0.00013128,0.006914834,0.001489729
6.6335,472.08997,455.22073,475.44916,-22.89563,28.35957,0.001318953,0.16994135,0.39475456,0.17501524,-0.000167068,0.006794281,0.001475883
6.634,471.84644,455.05496,475.44916,-22.935863,28.384377,-0.00668135,0.17009825,0.39497653,0.17518213,-0.00020972,0.006645082,0.001443839
6.6345,471.84644,455.05496,475.44916,-22.997248,28.425085,-0.018093856,0.17025797,0.39515254,0.17536196,-0.000290409,0.006349086,0.001367803
6.635,471.84644,455.05496,475.44916,-23.033712,28.451042,-0.024358725,0.1702983,0.39514515,0.1754167,-0.000350196,0.006128007,0.001304473
6.6355,471.84644,455.05496,475.44916,-23.073635,28.482391,-0.03026583,0.17024532,0.39494216,0.17538601,-0.000445496,0.005807761,0.001204106
6.636,471.84644,455.05496,475.44916,-23.087114,28.49531,-0.031292863,0.17013858,0.3946932,0.1752918,-0.000503199,0.00562824,0.001142083
6.6365,471.84644,455.05496,475.44916,-23.084375,28.49957,-0.028182318,0.169897,0.3941983,0.17505875,-0.00056865,0.005445594,0.001068938
6.637,471.84644,455.05496,475.44916,-23.067232,28.49178,-0.023253612,0.16969919,0.3938264,0.17486152,-0.00059646,0.005394828,0.001039048
6.6375,471.84644,455.05496,475.14725,-23.02212,28.465763,-0.012623699,0.16938931,0.3932806,0.17454381,-0.000608446,0.005431454,0.001027257
6.638,471.84644,455.05496,475.14725,-22.982983,28.441145,-0.004266611,0.16919948,0.3929678,0.1743434,-0.000598554,0.005525167,0.001041478
6.6385,471.84644,455.05496,475.14725,-22.919489,28.398804,0.008470802,0.16898105,0.39263844,0.17410326,-0.000561798,0.005745222,0.001091642
6.639,471.84644,455.05496,475.14725,-22.879683,28.370708,0.016071156,0.16889809,0.39253747,0.17400357,-0.000527684,0.005922892,0.001139131
6.6395,471.84644,455.05496,475.14725,-22.83254,28.334625,0.02451247,0.16888426,0.3925808,0.17396554,-0.000472036,0.006192409,0.001220006
6.64,471.84644,455.05496,475.14725,-22.813354,28.31751,0.027362185,0.16894817,0.39273262,0.17401661,-0.000438144,0.006347957,0.001272493
6.6405,471.84644,455.05496,475.14725,-22.80689,28.305853,0.026673209,0.16913831,0.39310616,0.17419426,-0.000403355,0.006504817,0.001335617
6.641,471.84644,455.05496,475.14725,-22.817953,28.30834,0.022983588,0.16931039,0.3934171,0.17436366,-0.000395505,0.006541688,0.001360939
6.6415,471.84644,455.05496,475.14725,-22.855207,28.326931,0.013517133,0.16959804,0.3939021,0.17465489,-0.00041542,0.006482779,0.001366561
6.642,471.84644,455.05496,475.14725,-22.8906,28.347624,0.00544339,0.16978201,0.3941925,0.17484759,-0.000447568,0.006370204,0.00134749
6.6425,471.84644,455.05496,475.14725,-22.951597,28.386621,-0.00759131,0.17000446,0.39450988,0.1750907,-0.000518416,0.006113508,0.001287689
6.643,471.84644,455.05496,475.14725,-22.992195,28.41466,-0.015879037,0.17009744,0.39461273,0.17520039,-0.000573868,0.005904432,0.001231528
6.6435,471.84644,455.05496,475.14725,-23.04403,28.453817,-0.026076548,0.1701304,0.39457783,0.17526093,-0.000671099,0.005577242,0.001134262
6.644,471.84644,455.05496,475.14725,-23.068361,28.474726,-0.030577233,0.17007953,0.3944298,0.17522617,-0.000732581,0.005376772,0.001068684
6.6445,471.84644,455.05496,475.14725,-23.083614,28.493841,-0.032943804,0.16990279,0.39405087,0.17506845,-0.000810883,0.005144079,0.000982977
6.645,471.84644,455.05496,475.14725,-23.07867,28.496862,-0.031426545,0.16973332,0.39372563,0.17490661,-0.00084878,0.005052823,0.000941264
6.6455,471.84644,455.05496,475.14725,-23.050526,28.486391,-0.024919445,0.16944268,0.39319977,0.17461473,-0.000880961,0.005028786,0.000910035
6.646,471.84644,455.05496,475.14725,-23.020386,28.470606,-0.018395808,0.16924593,0.39286894,0.1744125,-0.000882829,0.005087484,0.000911951
6.6465,471.84644,455.05496,475.14725,-22.96522,28.43783,-0.006826537,0.16899353,0.39247376,0.1741418,-0.000860994,0.005270107,0.000946941
6.647,471.84644,455.05496,475.14725,-22.926361,28.413143,0.001027293,0.16887417,0.39231044,0.17400591,-0.000832076,0.005436895,0.000987753
6.6475,471.84644,455.05496,475.14725,-22.87537,28.378082,0.011136269,0.16879049,0.39224863,0.17389703,-0.000783161,0.005712859,0.001064347
6.648,471.84644,455.05496,475.14725,-22.850996,28.358818,0.01579032,0.16880538,0.3923327,0.17389616,-0.000747459,0.005893555,0.001118312
6.6485,471.84644,455.05496,475.14725,-22.834105,28.341654,0.018533265,0.1689278,0.39262354,0.17400059,-0.000705001,0.006105779,0.001192691
6.649,471.84644,455.05496,475.14725,-22.837244,28.339746,0.017286431,0.1690657,0.39289898,0.17412995,-0.000689631,0.006186437,0.001229894
6.6495,471.84644,455.05496,475.14725,-22.862667,28.351324,0.011149369,0.16932203,0.39336646,0.1743806,-0.000690425,0.006199756,0.001253516
6.65,471.84644,455.05496,475.14725,-22.891758,28.36765,0.004849949,0.16950047,0.39366895,0.17456168,-0.000709916,0.006134019,0.001247376
6.6505,471.84644,455.05496,475.14725,-22.946783,28.40123,-0.00649919,0.16973735,0.39403576,0.17481138,-0.000765547,0.005936037,0.001205876
6.651,471.53598,454.78003,475.14725,-22.985872,28.426506,-0.014375521,0.1698529,0.3941878,0.17494021,-0.000816585,0.005754057,0.001159937
6.6515,471.53598,454.78003,475.14725,-23.03902,28.462967,-0.02495446,0.16993324,0.39423934,0.17504449,-0.000905466,0.005443673,0.001072527
6.652,471.53598,454.78003,475.14725,-23.066076,28.483084,-0.030240165,0.16991556,0.39414927,0.17504306,-0.000966684,0.005237214,0.001008817
6.6525,471.53598,454.78003,475.14725,-23.087772,28.502058,-0.03418532,0.16978379,0.39384422,0.17493202,-0.001049918,0.004972104,0.000918805
6.653,471.53598,454.78003,475.14725,-23.087496,28.505209,-0.0336486,0.1696379,0.39355144,0.17479408,-0.001092219,0.004846511,0.000870027
6.6535,471.53598,454.78003,475.14725,-23.064592,28.494444,-0.027901914,0.16936201,0.39303875,0.1745205,-0.001131242,0.004760417,0.000823574
6.654,471.53598,454.78003,475.14725,-23.03611,28.47768,-0.021216556,0.16916141,0.39269015,0.17431593,-0.001139633,0.004777368,0.000813697
6.6545,471.53598,454.78003,475.14725,-22.979418,28.441526,-0.008473043,0.1688775,0.39223164,0.17401929,-0.001126151,0.00490867,0.000831875
6.655,471.53598,454.78003,474.7393,-22.937164,28.412868,0.000662468,0.1687251,0.39200792,0.17385375,-0.001101469,0.005054258,0.000864297
6.6555,471.53598,454.78003,474.7393,-22.874996,28.368635,0.013284685,0.16858593,0.39184356,0.17369062,-0.001048424,0.005325628,0.000935949
6.656,471.53598,454.78003,474.7393,-22.839731,28.341805,0.019869003,0.16856478,0.39186195,0.17365281,-0.001008415,0.005517097,0.000992475
6.6565,471.53598,454.78003,474.7393,-22.80368,28.311083,0.02559813,0.16864516,0.39207736,0.17371099,-0.00095281,0.00577471,0.001077132
6.657,471.53598,454.78003,474.7393,-22.794004,28.299507,0.02621074,0.16876341,0.39232722,0.17382053,-0.00092302,0.005901869,0.001125349
6.6575,471.53598,454.78003,474.7393,-22.80524,28.299934,0.022313843,0.16877834,0.39174563,0.17378072,-0.000899532,0.005965725,0.001168864
6.658,471.53598,454.78003,474.7393,-22.828415,28.311415,0.016861478,0.16800593,0.38792136,0.17282633,-0.000890291,0.005865514,0.001162746
6.6585,471.53598,454.78003,474.7393,-22.879004,28.340267,0.005829817,0.16695556,0.382681,0.17153837,-0.000901846,0.005639497,0.001126986
6.659,471.53598,454.78003,474.7393,-22.921045,28.367022,-0.002489779,0.16631472,0.37947762,0.17075941,-0.000926051,0.005439816,0.001086056
6.6595,471.53598,454.78003,474.7393,-22.987324,28.412788,-0.014774913,0.16539279,0.37500355,0.16965707,-0.000979993,0.005092247,0.001003996
6.66,471.53598,454.78003,474.7393,-23.028063,28.443382,-0.021931494,0.16478243,0.37219557,0.16894132,-0.001022879,0.004848118,0.000940445
6.6605,471.53598,454.78003,474.7393,-23.075455,28.483215,-0.0297562,0.16385137,0.36819667,0.1678689,-0.001087925,0.004500173,0.000842474
6.661,471.53598,454.78003,474.7393,-23.094131,28.502628,-0.03243273,0.16321757,0.3656617,0.16714886,-0.001126109,0.0043009,0.000782078
6.6615,471.53598,454.78003,474.7393,-23.099213,28.517326,-0.032130856,0.16226074,0.36206356,0.16606848,-0.001166102,0.004079707,0.000709295
6.662,471.53598,454.78003,474.7393,-23.087223,28.516632,-0.029119762,0.1616317,0.35981765,0.16536078,-0.001179653,0.003994889,0.000677266
6.6625,471.53598,454.78003,474.7393,-23.04956,28.500875,-0.021129752,0.1607382,0.35671845,0.16434976,-0.001177855,0.00396704,0.000658286
6.663,471.53598,454.78003,474.7393,-23.016405,28.482546,-0.014193154,0.16019551,0.35485676,0.16373026,-0.001164941,0.004009408,0.00066506
6.6635,471.53598,454.78003,474.7393,-22.959969,28.448542,-0.002957065,0.15949434,0.352405,0.16291596,-0.001122448,0.004142917,0.000700159
6.664,471.53598,454.78003,474.7393,-22.924414,28.425064,0.003972362,0.15911642,0.35100836,0.16246486,-0.001086851,0.004260779,0.000735857
6.6645,471.53598,454.78003,474.7393,-22.88236,28.394636,0.011601597,0.15869391,0.3492666,0.16194002,-0.001028583,0.004444859,0.000798013
6.665,471.53598,454.78003,474.7393,-22.865776,28.380589,0.013969518,0.15850724,0.34832448,0.16169108,-0.000993428,0.004550864,0.00083871
6.6655,471.53598,454.78003,474.7393,-22.862236,28.372644,0.012764094,0.15835196,0.34718868,0.16145279,-0.000955453,0.004651719,0.000887834
6.666,471.53598,454.78003,474.7393,-22.874903,28.377174,0.009008116,0.15831171,0.3465755,0.16136593,-0.00094352,0.00466549,0.000907217
6.6665,471.53598,454.78003,474.7393,-22.914558,28.398409,0.000116783,0.15830395,0.34579083,0.16130267,-0.000948201,0.004593775,0.000909953
6.667,471.53598,454.78003,474.7393,-22.9519,28.420881,-0.00710866,0.15830769,0.34531033,0.16127868,-0.000967385,0.004484701,0.000892624
6.6675,471.53598,454.78003,474.7393,-23.017178,28.462751,-0.018317888,0.15828244,0.34457922,0.16122484,-0.001020615,0.004243163,0.000839382
6.668,471.53598,454.78003,474.7393,-23.059837,28.492191,-0.025125992,0.15822625,0.3440517,0.16115554,-0.001065815,0.00404871,0.000790102
6.6685,471.54764,454.82553,474.7393,-23.113419,28.531963,-0.032888085,0.15805933,0.34316888,0.16097587,-0.001139728,0.003744929,0.000705418
6.669,471.54764,454.82553,474.7393,-23.137878,28.55232,-0.035642434,0.15788846,0.34251714,0.1607987,-0.001187371,0.003556939,0.000648327
6.6695,471.54764,454.82553,474.7393,-23.153292,28.56967,-0.03524992,0.15755352,0.34146625,0.16044971,-0.001243756,0.003330474,0.000572647
6.67,471.54764,454.82553,474.7393,-23.148361,28.571056,-0.031911872,0.15728953,0.340742,0.16017333,-0.001270012,0.003231359,0.000534596
6.6705,471.54764,454.82553,474.7393,-23.119232,28.557528,-0.022993725,0.15686536,0.3396777,0.15972629,-0.001289348,0.003173081,0.000502725
6.671,471.54764,454.82553,474.7393,-23.088083,28.5396,-0.015236726,0.15658803,0.33901873,0.15942913,-0.001287857,0.003191995,0.000499
6.6715,471.54764,454.82553,474.7393,-23.030132,28.503174,-0.002528003,0.15621872,0.3381621,0.15902613,-0.001266267,0.003296074,0.000518865
6.672,471.54764,454.82553,474.98553,-22.989252,28.475815,0.005761765,0.15602522,0.33770517,0.158808,-0.001241545,0.00340266,0.000546404
6.6725,471.54764,454.82553,474.98553,-22.934248,28.436323,0.016550036,0.15583928,0.3372175,0.15858348,-0.001196108,0.003589527,0.000601764
6.673,471.54764,454.82553,474.98553,-22.906921,28.414497,0.021824509,0.15578875,0.33702686,0.15851018,-0.001163991,0.003712785,0.000642592
6.6735,471.54764,454.82553,474.98553,-22.88622,28.393381,0.025550067,0.15581974,0.3369233,0.15851153,-0.001122864,0.003860951,0.000699069
6.674,471.54764,454.82553,474.98553,-22.887516,28.388636,0.024776308,0.15589881,0.3369511,0.15857552,-0.001104459,0.003918041,0.000727772
6.6745,471.54764,454.82553,474.98553,-22.911036,28.395863,0.018854875,0.1560771,0.33707887,0.15873678,-0.001100268,0.00392247,0.000750003
6.675,471.54764,454.82553,474.98553,-22.938713,28.40934,0.012338525,0.15621099,0.33718124,0.15886584,-0.001111894,0.003867905,0.000748338
6.6755,471.54764,454.82553,474.98553,-22.992136,28.43954,0.000472002,0.15639311,0.33729273,0.15905023,-0.001150177,0.003707617,0.000720271
6.676,471.54764,454.82553,474.98553,-23.031277,28.463898,-0.007682649,0.15648007,0.33730558,0.1591439,-0.001185753,0.003560692,0.000686383
6.6765,471.54764,454.82553,474.98553,-23.086817,28.501665,-0.018570758,0.15652916,0.33719367,0.15920828,-0.001250334,0.003310321,0.000619744
6.677,471.54764,454.82553,474.98553,-23.116812,28.52437,-0.024138296,0.15649861,0.33702227,0.15918882,-0.001294961,0.00314355,0.000570421
6.6775,471.54764,454.82553,474.98553,-23.144194,28.54935,-0.02889513,0.15635622,0.33662865,0.15906169,-0.001355941,0.00292824,0.000500075
6.678,471.54764,454.82553,474.98553,-23.148111,28.557539,-0.02924806,0.15620622,0.33629394,0.15891851,-0.001387421,0.002825442,0.000461791
6.6785,471.54764,454.82553,474.98553,-23.131495,28.55505,-0.025329554,0.1559267,0.3357344,0.15864177,-0.001415224,0.002753876,0.000425781
6.679,471.54764,454.82553,474.98553,-23.106956,28.543756,-0.020029752,0.15572527,0.33535996,0.1584369,-0.001418895,0.00276684,0.000419199
6.6795,471.54764,454.82553,474.98553,-23.055717,28.515038,-0.009223269,0.15544082,0.33486173,0.15813969,-0.001400948,0.00287288,0.000436824
6.68,471.54764,454.82553,474.98553,-23.016487,28.49064,-0.001119868,0.15528753,0.33460614,0.15797152,-0.00137807,0.002991501,0.000465365
6.6805,471.54764,454.82553,474.98553,-22.958635,28.45175,0.010300523,0.15514033,0.33438113,0.15779768,-0.001329593,0.003214222,0.000527076
6.681,471.54764,454.82553,474.98553,-22.925547,28.427776,0.016257452,0.15510775,0.3343493,0.15774725,-0.001291345,0.003372544,0.000575521
6.6815,471.54764,454.82553,474.98553,-22.891672,28.400251,0.021254838,0.155166,0.33447504,0.15777828,-0.001238031,0.003588414,0.000648495
6.682,471.54764,454.82553,474.98553,-22.88269,28.390045,0.021556552,0.15526886,0.33465737,0.1578657,-0.001210004,0.003698034,0.000690984
6.6825,471.54764,454.82553,474.98553,-22.892141,28.389511,0.017642403,0.15549316,0.33502752,0.15807375,-0.001186631,0.0037835,0.000735612
6.683,471.54764,454.82553,474.98553,-22.913143,28.399126,0.012656998,0.15566817,0.3353003,0.15824358,-0.001186175,0.003778863,0.00074856
6.6835,471.54764,454.82553,474.98553,-22.963112,28.426231,0.002910301,0.15592557,0.33567843,0.15850447,-0.001211331,0.003678803,0.000739761
6.684,471.54764,454.82553,474.98553,-23.002914,28.450144,-0.00424724,0.15607268,0.33587226,0.15865888,-0.001241439,0.003558489,0.000716012
6.6845,471.54764,454.82553,474.98553,-23.063192,28.489105,-0.014401292,0.15622248,0.33602634,0.1588256,-0.001301389,0.003323297,0.000658991
6.685,471.54764,454.82553,474.98553,-23.098856,28.51366,-0.01983451,0.15626007,0.33602136,0.15887739,-0.001347165,0.003149362,0.000611536
6.6855,471.30118,454.6694,474.98553,-23.137896,28.542873,-0.024555873,0.15621276,0.33584937,0.15885201,-0.001415368,0.002899173,0.000536575
6.686,471.30118,454.6694,474.98553,-23.151037,28.554705,-0.02488658,0.15611582,0.3356377,0.15876701,-0.00145457,0.002759313,0.000490292
6.6865,471.30118,454.6694,474.98553,-23.148355,28.558176,-0.021004742,0.15589301,0.33521688,0.1585536,-0.001495921,0.002617085,0.000436011
6.687,471.30118,454.6694,474.98553,-23.131542,28.550413,-0.015747296,0.1557097,0.33490115,0.15837246,-0.001511412,0.002577832,0.000414522
6.6875,471.30118,454.6694,474.98553,-23.087297,28.525003,-0.004652556,0.15542433,0.3344402,0.15808284,-0.001512729,0.002607723,0.000408671
6.688,471.30118,454.6694,474.98553,-23.04917,28.501076,0.004184842,0.15525195,0.33417907,0.15790266,-0.001499428,0.002682146,0.000422409
6.6885,471.30118,454.6694,474.98553,-22.988043,28.460089,0.01796346,0.15505837,0.3339119,0.15769152,-0.001462355,0.002855062,0.00046581
6.689,471.30118,454.6694,474.98553,-22.950157,28.432863,0.026380206,0.15498868,0.33383894,0.1576084,-0.001430125,0.00299377,0.000505796
6.6895,471.30118,454.6694,474.64633,-22.906038,28.398067,0.035941027,0.15498883,0.33390155,0.15758774,-0.001379177,0.003201223,0.000572562
6.69,471.30118,454.6694,474.64633,-22.888771,28.381762,0.03938675,0.15505877,0.33405104,0.1576443,-0.001349609,0.00331829,0.000615307
6.6905,471.30118,454.6694,474.64633,-22.88489,28.371317,0.039408315,0.15524969,0.33440065,0.157821,-0.001318806,0.003430184,0.000665897
6.691,471.30118,454.6694,474.64633,-22.897577,28.37482,0.03611478,0.15541793,0.3346847,0.15798448,-0.001311734,0.003449287,0.000685464
6.6915,471.30118,454.6694,474.64633,-22.937351,28.39534,0.027297359,0.1556934,0.3351201,0.15826155,-0.001325227,0.003384787,0.000688118
6.692,471.30118,454.6694,474.64633,-22.974583,28.417599,0.01978304,0.15586814,0.3353761,0.15844311,-0.00135038,0.00328248,0.000671218
6.6925,471.30118,454.6694,474.64633,-23.038523,28.459055,0.007821823,0.15607664,0.33564812,0.15867002,-0.001404623,0.003058582,0.000620786
6.693,471.30118,454.6694,474.64633,-23.080984,28.488564,0.000330441,0.15616159,0.3357294,0.15877075,-0.001450341,0.002879868,0.000574316
6.6935,471.30118,454.6694,474.64633,-23.13502,28.529366,-0.008831695,0.15618664,0.33568054,0.15882216,-0.001524421,0.002603401,0.000494741
6.694,471.30118,454.6694,474.64633,-23.160025,28.550898,-0.012875284,0.15613192,0.3355369,0.15878455,-0.001572201,0.002435017,0.000441575
6.6945,471.30118,454.6694,474.64633,-23.17581,28.570194,-0.014927623,0.15595406,0.33518368,0.15862747,-0.001631058,0.002239403,0.000372822
6.695,471.30118,454.6694,474.64633,-23.170715,28.572857,-0.013351543,0.15578668,0.33488527,0.1584689,-0.001657555,0.00216176,0.000339904
6.6955,471.30118,454.6694,474.64633,-23.14111,28.561222,-0.006789602,0.15549901,0.33440638,0.15818515,-0.00167388,0.002138393,0.000316589
6.696,471.30118,454.6694,474.64633,-23.109472,28.544308,-0.000179266,0.15530887,0.33410642,0.1579898,-0.001670154,0.002184988,0.000319968
6.6965,471.30118,454.6694,474.64633,-23.051794,28.509506,0.011567359,0.15506296,0.33374947,0.1577297,-0.001640954,0.002334571,0.000351857
6.697,471.30118,454.6694,474.64633,-23.011679,28.483257,0.019516705,0.15494737,0.33360335,0.15760016,-0.001610611,0.002473039,0.000388006
6.6975,471.30118,454.6694,474.64633,-22.958027,28.445398,0.02961353,0.1548709,0.33355275,0.15749906,-0.001556734,0.002706062,0.000456175
6.698,471.30118,454.6694,474.64633,-22.931274,28.424538,0.034128275,0.15488932,0.3336346,0.15750182,-0.001519987,0.002856595,0.000504857
6.6985,471.30118,454.6694,474.64633,-22.910585,28.404491,0.03649117,0.15501916,0.33391032,0.15760939,-0.001474764,0.003039558,0.000571701
6.699,471.30118,454.6694,474.64633,-22.911674,28.400478,0.034970455,0.15515968,0.3341704,0.15773946,-0.001454405,0.003114946,0.000605929
6.6995,471.30118,454.6694,474.64633,-22.935835,28.409716,0.028611666,0.15541841,0.33461347,0.15799022,-0.001446594,0.003137515,0.00063319
6.7,471.30118,454.6694,474.64633,-22.964922,28.425247,0.022338478,0.15559898,0.33490348,0.15817143,-0.00145673,0.003088706,0.00063273
6.7005,471.30118,454.6694,474.64633,-23.021202,28.458738,0.011473193,0.15584111,0.33526278,0.15842314,-0.001495266,0.002929339,0.000604338
6.701,471.30118,454.6694,474.64633,-23.061945,28.48462,0.004310936,0.15596186,0.33541912,0.15855521,-0.001533879,0.002779169,0.000569491
6.7015,471.30118,454.6694,474.64633,-23.118677,28.522831,-0.004594873,0.15605344,0.3354925,0.15866834,-0.001599887,0.002519735,0.000500734
6.702,471.30118,454.6694,474.64633,-23.14865,28.54444,-0.008455736,0.15604514,0.33542758,0.15867603,-0.001647602,0.00234568,0.000449823
6.7025,471.17337,454.56,474.64633,-23.175022,28.565863,-0.010165537,0.15593125,0.3351744,0.15858267,-0.001710396,0.002119525,0.000377122
6.703,471.17337,454.56,474.64633,-23.177814,28.570738,-0.008329918,0.15579629,0.33492333,0.15845807,-0.0017437,0.002009532,0.000337175
6.7035,471.17337,454.56,474.64633,-23.158998,28.56258,-0.001349556,0.15553528,0.33447722,0.15820391,-0.00177351,0.001925815,0.000298026
6.704,471.17337,454.56,474.64633,-23.132526,28.54729,0.005635085,0.155344,0.33417124,0.15801162,-0.001778919,0.001929369,0.000288843
6.7045,471.17337,454.56,474.64633,-23.077713,28.512777,0.01839268,0.15507388,0.3337662,0.15773223,-0.001765259,0.002019929,0.000301949
6.705,471.17337,454.56,474.64633,-23.03603,28.484917,0.027568884,0.15492883,0.3335671,0.1575765,-0.001743383,0.00212747,0.000327293
6.7055,471.17337,454.56,474.64633,-22.97551,28.441967,0.04066396,0.15479507,0.3334191,0.15742284,-0.001697607,0.002331926,0.000383875
6.706,471.17337,454.56,474.64633,-22.94192,28.416214,0.047894157,0.15477362,0.33343375,0.15738653,-0.001663384,0.002476771,0.000428616
6.7065,471.17337,454.56,474.47186,-22.908886,28.38718,0.05487887,0.15484601,0.33362246,0.15743959,-0.001614402,0.002670872,0.000495929
6.707,471.17337,454.56,474.47186,-22.901157,28.376602,0.056343343,0.15495934,0.33384293,0.15754183,-0.001590195,0.002764752,0.000534434
6.7075,471.17337,454.56,474.47186,-22.914648,28.378279,0.05358,0.15501225,0.33342642,0.15754586,-0.00156752,0.002814119,0.000570481
6.708,471.17337,454.56,474.47186,-22.93901,28.390574,0.048799433,0.15442438,0.33040383,0.15681182,-0.001544,0.002757786,0.000570511
6.7085,471.17337,454.56,474.47186,-22.99148,28.420668,0.03868372,0.1536286,0.32624984,0.15582399,-0.001535078,0.002606622,0.000548587
6.709,471.17337,454.56,474.47186,-23.034706,28.448156,0.030990917,0.15314165,0.32370648,0.15522616,-0.001543273,0.002465269,0.000520045
6.7095,471.17337,454.56,474.47186,-23.102695,28.49484,0.019753838,0.15243177,0.32014257,0.15437303,-0.001570653,0.002212687,0.000460392
