Time,Modbus1.Q_level,Modbus2.Q_level,Modbus3.Q_level,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.POWER_P,measurement4.Three-phase Meter4.POWER_Q,measurement5.Three-phase Meter5.POWER_P,measurement5.Three-phase Meter5.POWER_Q,measurement6.Three-phase Meter6.POWER_P,measurement6.Three-phase Meter6.POWER_Q
0.0625,48209.133,62287.207,-33749.81,434.92508,439.51663,439.77307,49.960995,0.99317527,50.249004,0.4657561,0.21218042,-7.220198e-06
0.063,47774.215,61923.867,-34364.37,434.92508,439.51663,439.77307,49.986267,0.93757993,50.262127,0.39910313,0.21167803,-0.00015786801
0.0635,47443.492,61651.316,-34765.594,434.92508,439.51663,439.77307,49.991848,0.89466625,50.255863,0.3512785,0.21131739,-0.00027129045
0.064,46962.46,61244.742,-35278.777,434.92508,439.51663,439.77307,49.980858,0.828007,50.22266,0.28512383,0.21072218,-0.00044354599
0.0645,46684.05,61001.67,-35520.473,434.92508,439.51663,439.77307,49.96121,0.78690445,50.18715,0.24915147,0.21028945,-0.0005495766
0.065,46373.574,60719.785,-35688.742,434.92508,439.51663,439.77307,49.917145,0.7372962,50.12054,0.21459448,0.20960183,-0.0006806279
0.0655,46261.832,60603.547,-35663.836,434.92508,439.51663,439.77307,49.88059,0.71462256,50.072014,0.20692073,0.20913437,-0.0007427367
0.066,46244.4,60547.938,-35436.92,434.92508,439.51663,439.77307,49.82274,0.699968,50.003223,0.21781002,0.20845537,-0.0007934136
0.0665,46328.36,60587.973,-35187.895,434.92508,439.51663,439.77307,49.78651,0.7026153,49.964916,0.2388638,0.20803942,-0.00079960685
0.067,46565.605,60740.836,-34737.83,433.10748,439.51663,439.77307,49.742607,0.7212971,49.926147,0.28380486,0.20750497,-0.00077459967
0.0675,46770.965,60883.848,-34431.082,433.10748,439.51663,439.77307,49.72348,0.7414719,49.91488,0.31785142,0.20722316,-0.0007427104
0.068,47087.47,61115.973,-34051.37,433.10748,439.51663,439.77307,49.712597,0.7751456,49.921963,0.3674591,0.20692568,-0.0006878239
0.0685,47270.51,61253.816,-33888.727,433.10748,439.51663,439.77307,49.717842,0.79546565,49.939804,0.39285788,0.20680937,-0.0006563288
0.069,47444.887,61390.504,-33836.52,433.10748,439.51663,439.77307,49.742153,0.817086,49.982742,0.41338426,0.20673989,-0.00063346326
0.0695,47466.273,61415.6,-33939.703,433.10748,439.51663,439.77307,49.766163,0.82117957,50.016266,0.41196522,0.20674783,-0.0006414775
0.07,47336.52,61333.145,-34292.38,433.10748,439.51663,439.77307,49.8067,0.80774677,50.06718,0.3866825,0.2068001,-0.000695604
