Time,measurement1.Three-phase Meter1.POWER_Q,measurement1.Three-phase Meter1.VLn_RMS,measurement2.Three-phase Meter2.POWER_Q,measurement2.Three-phase Meter2.VLn_RMS,measurement3.Three-phase Meter3.POWER_Q,measurement3.Three-phase Meter3.VLn_RMS,measurement4.Three-phase Meter4.POWER_P,measurement4.Three-phase Meter4.POWER_Q,measurement5.Three-phase Meter5.POWER_P,measurement5.Three-phase Meter5.POWER_Q,measurement6.Three-phase Meter6.POWER_P,measurement6.Three-phase Meter6.POWER_Q
0.065,-17.88712,584.11896,65.44518,592.4869,7.857441,629.24927,85.828064,-1.8980067,73.411064,-4.6829267,6.8297725,38.28784
0.0655,-16.50386,584.11896,66.11551,592.4869,8.6443205,629.24927,85.832954,-0.44723848,73.58114,-3.3445961,6.790895,38.285583
0.066,-15.594491,584.11896,66.527275,592.4869,9.152646,629.24927,85.80127,0.50003684,73.656784,-2.4710157,6.7724786,38.26755
0.0665,-14.250381,584.11896,67.08758,592.4869,9.891665,629.24927,85.69583,1.8897071,73.707016,-1.1875317,6.7542953,38.21915
0.067,-13.365495,584.11896,67.42038,592.4869,10.370884,629.24927,85.58403,2.792533,73.69434,-0.3478772,6.748263,38.168633
0.0675,-12.047904,584.11896,67.85774,592.4869,11.076607,609.5042,85.345825,4.1158824,73.60272,0.8944202,6.746141,38.058422
0.068,-11.167092,584.11896,68.108246,592.4869,11.54373,609.5042,85.13696,4.9818745,73.489685,1.7170311,6.744228,37.960747
0.0685,-9.828016,584.11896,68.426544,592.4869,12.2504225,609.5042,84.74196,6.267227,73.242615,2.9554157,6.7338214,37.78148
0.069,-8.912882,584.11896,68.6056,592.4869,12.731692,609.5042,84.42285,7.123559,73.027405,3.792475,6.7158685,37.639763
0.0695,-7.4894853,584.11896,68.835434,592.4869,13.478186,609.5042,83.86773,8.423964,72.63962,5.076456,6.6600604,37.398865
0.07,-6.5013895,584.11896,68.971344,592.4869,13.995793,609.5042,83.45004,9.30866,72.34479,5.9565926,6.6005588,37.22664
0.0705,-4.9535446,584.11896,69.16508,592.4869,14.805665,609.5042,82.76811,10.672316,71.86479,7.3170094,6.4777102,36.959953
0.071,-3.8803282,584.11896,69.29534,592.4869,15.367059,609.5042,82.28584,11.610734,71.52859,8.250413,6.3761277,36.78118
0.0715,-2.2163937,584.11896,69.505226,592.4869,16.236738,609.5042,81.54004,13.059604,71.01635,9.686235,6.193174,36.527126
0.072,-1.0804023,584.11896,69.65859,592.4869,16.830038,609.5042,81.03996,14.051937,70.67698,10.660319,6.056237,36.376232
0.0725,0.6457177,584.11896,69.913864,592.4869,17.7304,609.5042,80.29834,15.564264,70.18127,12.134599,5.8395987,36.175068
0.073,1.798799,584.11896,70.099464,592.4869,18.330706,609.5042,79.818405,16.580933,69.86205,13.11694,5.69436,36.058502
0.0735,3.5124753,584.11896,70.39703,592.4869,19.220377,609.5042,79.122284,18.101198,69.400604,14.575513,5.485057,35.914234
0.074,4.6331935,584.11896,70.60286,592.4869,19.800694,609.5042,78.67657,19.102613,69.10199,15.530417,5.359744,35.83343
0.0745,6.269106,584.11896,70.91277,580.50714,20.645664,609.5042,78.027115,20.569027,68.65946,16.925701,5.194297,35.723278
0.075,7.324896,584.11896,71.11308,580.50714,21.190346,609.5042,77.60464,21.51763,68.36202,17.827368,5.1022444,35.653187
0.0755,8.856632,595.22363,71.393936,580.50714,21.980944,609.5042,76.96897,22.889717,67.89912,19.135777,4.9908013,35.547512
0.076,9.845981,595.22363,71.563736,580.50714,22.492868,609.5042,76.53971,23.770082,67.574524,19.981035,4.9315495,35.468792
0.0765,11.292857,595.22363,71.78886,580.50714,23.244553,609.5042,75.87464,25.038738,67.05596,21.216305,4.863577,35.339043
0.077,12.240313,595.22363,71.919556,580.50714,23.738949,609.5042,75.41377,25.8567,66.68879,22.023857,4.824441,35.243767
0.0775,13.6499605,595.22363,72.08984,580.50714,24.476849,609.5042,74.69171,27.053484,66.10779,23.220295,4.7700076,35.088055
0.078,14.586136,595.22363,72.19033,580.50714,24.969187,609.5042,74.19078,27.836367,65.70353,24.012709,4.736057,34.977474
0.0785,15.990377,595.22363,72.32887,580.50714,25.711042,609.5042,73.41969,28.99622,65.082016,25.196917,4.681684,34.808193
0.079,16.925344,595.22363,72.417534,580.50714,26.207285,609.5042,72.89593,29.763552,64.66324,25.984604,4.6431484,34.700306
0.0795,18.321169,595.22363,72.551186,580.50714,26.950552,609.5042,72.11128,30.90356,64.040405,27.158407,4.5908427,34.540386
0.08,19.240318,595.22363,72.64161,580.50714,27.440796,609.5042,71.59378,31.6571,63.633434,27.93191,4.5615563,34.4396
0.0805,20.58829,595.22363,72.779625,580.50714,28.159853,609.5042,70.835,32.764336,63.04218,29.067911,4.533206,34.301514
0.081,21.457645,595.22363,72.86967,580.50714,28.622272,609.5042,70.34629,33.48304,62.661373,29.802208,4.529359,34.21715
0.0815,22.702135,595.22363,72.99414,580.50714,29.28185,609.5042,69.63526,34.514977,62.108055,30.855776,4.553395,34.090706
0.082,23.485054,595.22363,73.06359,580.50714,29.694178,609.5042,69.17512,35.165276,61.746544,31.519901,4.590134,34.004856
0.0825,24.580545,595.22363,73.134254,580.50714,30.266327,609.5042,68.496796,36.07133,61.20331,32.447968,4.679491,33.86164
0.083,25.25724,595.22363,73.152054,580.50714,30.616135,609.5042,68.04458,36.624344,60.83329,33.020325,4.7594337,33.750576
0.0835,26.197906,595.22363,73.12373,580.50714,31.095858,609.5042,67.35471,37.37596,60.252533,33.810787,4.905131,33.55469
0.084,26.781193,595.22363,73.063484,580.50714,31.388912,592.5289,66.87719,37.82569,59.841434,34.296135,5.0168343,33.403503
0.0845,27.606487,595.22363,72.909134,580.50714,31.7972,592.5289,66.11929,38.432407,59.177002,34.971737,5.187894,33.132793
0.085,28.135265,595.22363,72.763885,580.50714,32.05433,592.5289,65.581276,38.799576,58.69891,35.39533,5.299411,32.927513
0.0855,28.915146,595.22363,72.48907,580.50714,32.427116,592.5289,64.71698,39.308975,57.92654,36.00525,5.4571233,32.587063
0.086,29.436705,595.22363,72.27379,580.50714,32.67252,592.5289,64.10403,39.630573,57.378365,36.40268,5.5496163,32.342495
0.0865,30.233093,595.22363,71.91442,580.50714,33.042984,592.5289,63.134975,40.103382,56.513474,36.996685,5.66632,31.957117
0.087,30.776535,595.22363,71.658485,580.50714,33.294434,592.5289,62.461464,40.4178,55.91582,37.396122,5.7280183,31.693447
0.0875,31.61181,595.22363,71.26231,580.50714,33.67907,592.5289,61.424915,40.895958,55.000843,38.00361,5.7995024,31.304098
0.088,32.178253,595.22363,70.99559,580.50714,33.93905,592.5289,60.723434,41.221466,54.386242,38.414307,5.8379254,31.047855
0.0885,33.033054,595.22363,70.59941,580.50714,34.32879,592.5289,59.672672,41.713978,53.469486,39.031406,5.886497,30.676418
0.089,33.59785,595.22363,70.338615,580.50714,34.584087,592.5289,58.979195,42.04265,52.86632,39.43866,5.9168377,30.43681
0.0895,34.424427,595.22363,69.95326,580.50714,34.9529,592.5289,57.95495,42.52501,51.977768,40.032043,5.972625,30.088558
0.09,34.95404,595.22363,69.696686,580.50714,35.184746,592.5289,57.287846,42.83382,51.395905,40.411037,6.016901,29.8585
0.0905,32.895683,595.22363,70.146385,522.2195,34.537533,592.5289,57.919334,41.905422,52.21272,39.44907,7.422779,29.737497
0.091,32.2823,595.22363,69.76459,522.2195,34.115772,592.5289,57.445168,41.523823,51.615334,39.155933,7.8266344,29.507969
0.0915,30.591225,559.28864,69.657776,522.2195,33.154602,592.5289,57.51131,40.543247,51.35244,38.373375,8.917432,29.167477
0.092,28.992966,559.28864,69.73526,522.2195,32.25571,592.5289,57.89373,39.60067,51.46407,37.584896,9.87948,28.87555
0.0925,26.020136,559.28864,69.80906,522.2195,30.563326,592.5289,58.707306,37.773884,51.845577,35.99363,11.53782,28.27453
0.093,23.747898,559.28864,69.701805,522.2195,29.272728,592.5289,59.286667,36.31105,52.131363,34.68826,12.71148,27.740458
0.0935,20.076782,559.28864,69.165016,522.2195,27.222946,592.5289,60.04063,33.819298,52.46019,32.4569,14.463466,26.724457
0.094,17.559341,559.28864,68.524956,522.2195,25.841341,592.5289,60.395573,32.010967,52.555183,30.856915,15.572969,25.909405
0.0945,13.8549595,559.28864,67.16766,522.2195,23.810963,592.5289,60.6251,29.1838,52.464542,28.410048,17.080654,24.509724
